Place,Date,Time,Value,Value,Value,Date Time
2090,28/10/2018,10:04:34,66,29.1,28.8,28/10/2018 10:04
2091,28/10/2018,10:06:34,66,29.1,28.8,28/10/2018 10:06
2092,28/10/2018,10:08:34,65.9,29.1,28.8,28/10/2018 10:08
2093,28/10/2018,10:10:34,65.9,29.1,28.8,28/10/2018 10:10
2094,28/10/2018,10:12:34,66,29.1,28.8,28/10/2018 10:12
2095,28/10/2018,10:14:34,65.6,29.1,28.8,28/10/2018 10:14
2096,28/10/2018,10:16:34,65.9,29.1,28.8,28/10/2018 10:16
2097,28/10/2018,10:18:34,65.6,29.2,28.8,28/10/2018 10:18
2098,28/10/2018,10:20:34,65.7,29.1,28.8,28/10/2018 10:20
2099,28/10/2018,10:22:34,65.7,29.2,28.8,28/10/2018 10:22
2100,28/10/2018,10:24:34,65.9,29.2,28.8,28/10/2018 10:24
2101,28/10/2018,10:26:34,65.7,29.2,28.8,28/10/2018 10:26
2102,28/10/2018,10:28:34,65.6,29.2,28.8,28/10/2018 10:28
2103,28/10/2018,10:30:34,65.5,29.2,28.8,28/10/2018 10:30
2104,28/10/2018,10:32:34,65.7,29.2,28.8,28/10/2018 10:32
2105,28/10/2018,10:34:34,65.6,29.2,28.8,28/10/2018 10:34
2106,28/10/2018,10:36:34,65.3,29.2,28.8,28/10/2018 10:36
2107,28/10/2018,10:38:34,65.4,29.2,28.8,28/10/2018 10:38
2108,28/10/2018,10:40:34,65.3,29.2,28.8,28/10/2018 10:40
2109,28/10/2018,10:42:34,64.9,29.2,28.8,28/10/2018 10:42
2110,28/10/2018,10:44:34,65,29.2,28.8,28/10/2018 10:44
2111,28/10/2018,10:46:34,64.9,29.2,28.8,28/10/2018 10:46
2112,28/10/2018,10:48:34,64.7,29.2,28.8,28/10/2018 10:48
2113,28/10/2018,10:50:34,64.9,29.2,28.8,28/10/2018 10:50
2114,28/10/2018,10:52:34,64.8,29.2,28.8,28/10/2018 10:52
2115,28/10/2018,10:54:34,64.3,29.2,28.8,28/10/2018 10:54
2116,28/10/2018,10:56:34,64.3,29.2,28.8,28/10/2018 10:56
2117,28/10/2018,10:58:34,63.9,29.2,28.8,28/10/2018 10:58
2118,28/10/2018,11:00:34,63.9,29.2,28.8,28/10/2018 11:00
2119,28/10/2018,11:02:34,64,29.2,28.8,28/10/2018 11:02
2120,28/10/2018,11:04:34,63.9,29.2,28.8,28/10/2018 11:04
2121,28/10/2018,11:06:34,63.7,29.2,28.8,28/10/2018 11:06
2122,28/10/2018,11:08:34,63.6,29.2,28.8,28/10/2018 11:08
2123,28/10/2018,11:10:34,63.6,29.2,28.8,28/10/2018 11:10
2124,28/10/2018,11:12:34,63.6,29.2,28.8,28/10/2018 11:12
2125,28/10/2018,11:14:34,63.4,29.2,28.8,28/10/2018 11:14
2126,28/10/2018,11:16:34,63.3,29.2,28.8,28/10/2018 11:16
2127,28/10/2018,11:18:34,63.2,29.2,28.8,28/10/2018 11:18
2128,28/10/2018,11:20:34,63.3,29.2,28.8,28/10/2018 11:20
2129,28/10/2018,11:22:34,63.1,29.2,28.8,28/10/2018 11:22
2130,28/10/2018,11:24:34,63,29.2,28.8,28/10/2018 11:24
2131,28/10/2018,11:26:34,62.9,29.2,28.8,28/10/2018 11:26
2132,28/10/2018,11:28:34,62.9,29.2,28.8,28/10/2018 11:28
2133,28/10/2018,11:30:34,62.6,29.2,28.8,28/10/2018 11:30
2134,28/10/2018,11:32:34,62.2,29.2,28.8,28/10/2018 11:32
2135,28/10/2018,11:34:34,62.3,29.2,28.8,28/10/2018 11:34
2136,28/10/2018,11:36:34,61.9,29.2,28.8,28/10/2018 11:36
2137,28/10/2018,11:38:34,61.7,29.2,28.8,28/10/2018 11:38
2138,28/10/2018,11:40:34,61.6,29.2,28.8,28/10/2018 11:40
2139,28/10/2018,11:42:34,61.6,29.2,28.8,28/10/2018 11:42
2140,28/10/2018,11:44:34,61.5,29.2,28.8,28/10/2018 11:44
2141,28/10/2018,11:46:34,61.4,29.2,28.8,28/10/2018 11:46
2142,28/10/2018,11:48:34,61.2,29.2,28.8,28/10/2018 11:48
2143,28/10/2018,11:50:34,61.3,29.2,28.9,28/10/2018 11:50
2144,28/10/2018,11:52:34,61.2,29.2,28.9,28/10/2018 11:52
2145,28/10/2018,11:54:34,61.3,29.2,28.9,28/10/2018 11:54
2146,28/10/2018,11:56:34,61.3,29.2,28.9,28/10/2018 11:56
2147,28/10/2018,11:58:34,61.5,29.2,28.9,28/10/2018 11:58
2148,28/10/2018,12:00:34,61.5,29.2,28.9,28/10/2018 12:00
2149,28/10/2018,12:02:34,61.5,29.2,28.9,28/10/2018 12:02
2150,28/10/2018,12:04:34,61.5,29.2,28.9,28/10/2018 12:04
2151,28/10/2018,12:06:34,61.7,29.2,28.9,28/10/2018 12:06
2152,28/10/2018,12:08:34,61.7,29.2,28.9,28/10/2018 12:08
2153,28/10/2018,12:10:34,61.6,29.2,28.9,28/10/2018 12:10
2154,28/10/2018,12:12:34,61.5,29.2,28.9,28/10/2018 12:12
2155,28/10/2018,12:14:34,61.5,29.2,28.9,28/10/2018 12:14
2156,28/10/2018,12:16:34,61.5,29.2,28.9,28/10/2018 12:16
2157,28/10/2018,12:18:34,61.7,29.2,28.9,28/10/2018 12:18
2158,28/10/2018,12:20:34,61.7,29.2,28.9,28/10/2018 12:20
2159,28/10/2018,12:22:34,61.7,29.2,28.9,28/10/2018 12:22
2160,28/10/2018,12:24:34,61.6,29.2,28.9,28/10/2018 12:24
2161,28/10/2018,12:26:34,61.6,29.2,28.9,28/10/2018 12:26
2162,28/10/2018,12:28:34,61.6,29.2,28.9,28/10/2018 12:28
2163,28/10/2018,12:30:34,61.5,29.2,28.9,28/10/2018 12:30
2164,28/10/2018,12:32:34,61.5,29.2,28.9,28/10/2018 12:32
2165,28/10/2018,12:34:34,61.3,29.2,28.9,28/10/2018 12:34
2166,28/10/2018,12:36:34,61.2,29.2,28.9,28/10/2018 12:36
2167,28/10/2018,12:38:34,61.2,29.2,28.9,28/10/2018 12:38
2168,28/10/2018,12:40:34,61.1,29.2,28.9,28/10/2018 12:40
2169,28/10/2018,12:42:34,60.9,29.2,28.9,28/10/2018 12:42
2170,28/10/2018,12:44:34,60.8,29.2,28.9,28/10/2018 12:44
2171,28/10/2018,12:46:34,60.8,29.3,28.9,28/10/2018 12:46
2172,28/10/2018,12:48:34,60.7,29.3,29,28/10/2018 12:48
2173,28/10/2018,12:50:34,60.8,29.3,29,28/10/2018 12:50
2174,28/10/2018,12:52:34,60.7,29.3,29,28/10/2018 12:52
2175,28/10/2018,12:54:34,60.8,29.3,29,28/10/2018 12:54
2176,28/10/2018,12:56:34,60.8,29.3,29,28/10/2018 12:56
2177,28/10/2018,12:58:34,60.8,29.3,29,28/10/2018 12:58
2178,28/10/2018,13:00:34,60.8,29.3,29,28/10/2018 13:00
2179,28/10/2018,13:02:34,60.9,29.3,29,28/10/2018 13:02
2180,28/10/2018,13:04:34,60.9,29.3,29,28/10/2018 13:04
2181,28/10/2018,13:06:34,60.9,29.3,29,28/10/2018 13:06
2182,28/10/2018,13:08:34,61,29.3,29,28/10/2018 13:08
2183,28/10/2018,13:10:34,61,29.3,29,28/10/2018 13:10
2184,28/10/2018,13:12:34,60.9,29.3,29,28/10/2018 13:12
2185,28/10/2018,13:14:34,60.8,29.3,29,28/10/2018 13:14
2186,28/10/2018,13:16:34,60.8,29.3,29,28/10/2018 13:16
2187,28/10/2018,13:18:34,60.7,29.4,29.1,28/10/2018 13:18
2188,28/10/2018,13:20:34,60.7,29.4,29.1,28/10/2018 13:20
2189,28/10/2018,13:22:34,60.7,29.4,29.1,28/10/2018 13:22
2190,28/10/2018,13:24:34,60.7,29.4,29.1,28/10/2018 13:24
2191,28/10/2018,13:26:34,60.9,29.4,29.1,28/10/2018 13:26
2192,28/10/2018,13:28:34,60.8,29.4,29.1,28/10/2018 13:28
2193,28/10/2018,13:30:34,60.9,29.4,29.1,28/10/2018 13:30
2194,28/10/2018,13:32:34,61,29.4,29.1,28/10/2018 13:32
2195,28/10/2018,13:34:34,61,29.4,29.1,28/10/2018 13:34
2196,28/10/2018,13:36:34,60.6,29.4,29.1,28/10/2018 13:36
2197,28/10/2018,13:38:34,60.5,29.4,29.1,28/10/2018 13:38
2198,28/10/2018,13:40:34,60.6,29.4,29.1,28/10/2018 13:40
2199,28/10/2018,13:42:34,60.6,29.4,29.1,28/10/2018 13:42
2200,28/10/2018,13:44:34,60.7,29.5,29.1,28/10/2018 13:44
2201,28/10/2018,13:46:34,60.6,29.5,29.2,28/10/2018 13:46
2202,28/10/2018,13:48:34,60.5,29.5,29.2,28/10/2018 13:48
2203,28/10/2018,13:50:34,60.6,29.5,29.2,28/10/2018 13:50
2204,28/10/2018,13:52:34,60.7,29.5,29.2,28/10/2018 13:52
2205,28/10/2018,13:54:34,60.6,29.5,29.2,28/10/2018 13:54
2206,28/10/2018,13:56:34,60.6,29.5,29.2,28/10/2018 13:56
2207,28/10/2018,13:58:34,60.6,29.5,29.2,28/10/2018 13:58
2208,28/10/2018,14:00:34,60.7,29.5,29.2,28/10/2018 14:00
2209,28/10/2018,14:02:34,60.7,29.5,29.2,28/10/2018 14:02
2210,28/10/2018,14:04:34,60.8,29.5,29.2,28/10/2018 14:04
2211,28/10/2018,14:06:34,60.8,29.5,29.2,28/10/2018 14:06
2212,28/10/2018,14:08:34,60.6,29.5,29.2,28/10/2018 14:08
2213,28/10/2018,14:10:34,60.9,29.5,29.2,28/10/2018 14:10
2214,28/10/2018,14:12:34,60.7,29.6,29.2,28/10/2018 14:12
2215,28/10/2018,14:14:34,60.9,29.6,29.3,28/10/2018 14:14
2216,28/10/2018,14:16:34,61,29.6,29.3,28/10/2018 14:16
2217,28/10/2018,14:18:34,61.2,29.6,29.3,28/10/2018 14:18
2218,28/10/2018,14:20:34,60.9,29.6,29.3,28/10/2018 14:20
2219,28/10/2018,14:22:34,60.9,29.6,29.3,28/10/2018 14:22
2220,28/10/2018,14:24:34,60.9,29.6,29.3,28/10/2018 14:24
2221,28/10/2018,14:26:34,60.9,29.6,29.3,28/10/2018 14:26
2222,28/10/2018,14:28:34,61,29.6,29.3,28/10/2018 14:28
2223,28/10/2018,14:30:34,61,29.6,29.3,28/10/2018 14:30
2224,28/10/2018,14:32:34,61.1,29.6,29.3,28/10/2018 14:32
2225,28/10/2018,14:34:34,61.1,29.6,29.3,28/10/2018 14:34
2226,28/10/2018,14:36:34,61.2,29.6,29.3,28/10/2018 14:36
2227,28/10/2018,14:38:34,61.2,29.6,29.3,28/10/2018 14:38
2228,28/10/2018,14:40:34,61.2,29.6,29.3,28/10/2018 14:40
2229,28/10/2018,14:42:34,61.2,29.6,29.3,28/10/2018 14:42
2230,28/10/2018,14:44:34,61.1,29.6,29.3,28/10/2018 14:44
2231,28/10/2018,14:46:34,61.2,29.6,29.3,28/10/2018 14:46
2232,28/10/2018,14:48:34,61.2,29.6,29.3,28/10/2018 14:48
2233,28/10/2018,14:50:34,61.3,29.6,29.3,28/10/2018 14:50
2234,28/10/2018,14:52:34,61.3,29.6,29.3,28/10/2018 14:52
2235,28/10/2018,14:54:34,61.4,29.6,29.3,28/10/2018 14:54
2236,28/10/2018,14:56:34,61.5,29.6,29.3,28/10/2018 14:56
2237,28/10/2018,14:58:34,61.6,29.6,29.3,28/10/2018 14:58
2238,28/10/2018,15:00:34,61.5,29.6,29.3,28/10/2018 15:00
2239,28/10/2018,15:02:34,61.5,29.6,29.3,28/10/2018 15:02
2240,28/10/2018,15:04:34,61.5,29.6,29.3,28/10/2018 15:04
2241,28/10/2018,15:06:34,61.6,29.6,29.3,28/10/2018 15:06
2242,28/10/2018,15:08:34,61.6,29.6,29.3,28/10/2018 15:08
2243,28/10/2018,15:10:34,61.9,29.6,29.3,28/10/2018 15:10
2244,28/10/2018,15:12:34,61.8,29.6,29.3,28/10/2018 15:12
2245,28/10/2018,15:14:34,61.9,29.6,29.3,28/10/2018 15:14
2246,28/10/2018,15:16:34,61.9,29.6,29.3,28/10/2018 15:16
2247,28/10/2018,15:18:34,61.9,29.6,29.3,28/10/2018 15:18
2248,28/10/2018,15:20:34,62.1,29.6,29.3,28/10/2018 15:20
2249,28/10/2018,15:22:34,62.2,29.6,29.2,28/10/2018 15:22
2250,28/10/2018,15:24:34,62.2,29.6,29.3,28/10/2018 15:24
2251,28/10/2018,15:26:34,62.2,29.6,29.2,28/10/2018 15:26
2252,28/10/2018,15:28:34,62.3,29.6,29.2,28/10/2018 15:28
2253,28/10/2018,15:30:34,62.3,29.6,29.2,28/10/2018 15:30
2254,28/10/2018,15:32:34,62.4,29.6,29.2,28/10/2018 15:32
2255,28/10/2018,15:34:34,62.5,29.6,29.2,28/10/2018 15:34
2256,28/10/2018,15:36:34,62.4,29.6,29.2,28/10/2018 15:36
2257,28/10/2018,15:38:34,62.6,29.6,29.2,28/10/2018 15:38
2258,28/10/2018,15:40:34,62.7,29.6,29.2,28/10/2018 15:40
2259,28/10/2018,15:42:34,62.8,29.6,29.2,28/10/2018 15:42
2260,28/10/2018,15:44:34,62.9,29.6,29.2,28/10/2018 15:44
2261,28/10/2018,15:46:34,62.9,29.6,29.2,28/10/2018 15:46
2262,28/10/2018,15:48:34,62.9,29.6,29.2,28/10/2018 15:48
2263,28/10/2018,15:50:34,63.2,29.5,29.2,28/10/2018 15:50
2264,28/10/2018,15:52:34,63.1,29.6,29.2,28/10/2018 15:52
2265,28/10/2018,15:54:34,63.2,29.5,29.2,28/10/2018 15:54
2266,28/10/2018,15:56:34,63.2,29.5,29.2,28/10/2018 15:56
2267,28/10/2018,15:58:34,63.3,29.5,29.2,28/10/2018 15:58
2268,28/10/2018,16:00:34,63.4,29.5,29.2,28/10/2018 16:00
2269,28/10/2018,16:02:34,63.5,29.5,29.2,28/10/2018 16:02
2270,28/10/2018,16:04:34,63.6,29.5,29.2,28/10/2018 16:04
2271,28/10/2018,16:06:34,63.7,29.5,29.2,28/10/2018 16:06
2272,28/10/2018,16:08:34,63.8,29.5,29.2,28/10/2018 16:08
2273,28/10/2018,16:10:34,63.8,29.5,29.2,28/10/2018 16:10
2274,28/10/2018,16:12:34,63.6,29.5,29.2,28/10/2018 16:12
2275,28/10/2018,16:14:34,63.9,29.5,29.2,28/10/2018 16:14
2276,28/10/2018,16:16:34,63.8,29.5,29.1,28/10/2018 16:16
2277,28/10/2018,16:18:34,63.7,29.5,29.1,28/10/2018 16:18
2278,28/10/2018,16:20:34,63.7,29.5,29.1,28/10/2018 16:20
2279,28/10/2018,16:22:34,63.8,29.5,29.1,28/10/2018 16:22
2280,28/10/2018,16:24:34,63.7,29.5,29.1,28/10/2018 16:24
2281,28/10/2018,16:26:34,63.6,29.5,29.1,28/10/2018 16:26
2282,28/10/2018,16:28:34,63.7,29.5,29.1,28/10/2018 16:28
2283,28/10/2018,16:30:34,63.7,29.5,29.1,28/10/2018 16:30
2284,28/10/2018,16:32:34,63.6,29.5,29.1,28/10/2018 16:32
2285,28/10/2018,16:34:34,63.6,29.4,29.1,28/10/2018 16:34
2286,28/10/2018,16:36:34,63.4,29.4,29.1,28/10/2018 16:36
2287,28/10/2018,16:38:34,63.6,29.4,29.1,28/10/2018 16:38
2288,28/10/2018,16:40:34,63.5,29.4,29.1,28/10/2018 16:40
2289,28/10/2018,16:42:34,63.5,29.4,29.1,28/10/2018 16:42
2290,28/10/2018,16:44:34,63.4,29.4,29.1,28/10/2018 16:44
2291,28/10/2018,16:46:34,63.4,29.4,29.1,28/10/2018 16:46
2292,28/10/2018,16:48:34,63.6,29.4,29.1,28/10/2018 16:48
2293,28/10/2018,16:50:34,63.5,29.4,29.1,28/10/2018 16:50
2294,28/10/2018,16:52:34,63.5,29.4,29.1,28/10/2018 16:52
2295,28/10/2018,16:54:34,63.6,29.4,29.1,28/10/2018 16:54
2296,28/10/2018,16:56:34,63.5,29.4,29.1,28/10/2018 16:56
2297,28/10/2018,16:58:34,63.4,29.4,29.1,28/10/2018 16:58
2298,28/10/2018,17:00:34,63.5,29.4,29.1,28/10/2018 17:00
2299,28/10/2018,17:02:34,63.6,29.4,29.1,28/10/2018 17:02
2300,28/10/2018,17:04:34,63.6,29.4,29.1,28/10/2018 17:04
2301,28/10/2018,17:06:34,63.7,29.4,29.1,28/10/2018 17:06
2302,28/10/2018,17:08:34,63.7,29.4,29.1,28/10/2018 17:08
2303,28/10/2018,17:10:34,63.7,29.4,29.1,28/10/2018 17:10
2304,28/10/2018,17:12:34,63.9,29.4,29.1,28/10/2018 17:12
2305,28/10/2018,17:14:34,63.9,29.4,29.1,28/10/2018 17:14
2306,28/10/2018,17:16:34,64,29.4,29.1,28/10/2018 17:16
2307,28/10/2018,17:18:34,63.9,29.4,29.1,28/10/2018 17:18
2308,28/10/2018,17:20:34,63.9,29.4,29.1,28/10/2018 17:20
2309,28/10/2018,17:22:34,63.8,29.4,29.1,28/10/2018 17:22
2310,28/10/2018,17:24:34,64,29.4,29.1,28/10/2018 17:24
2311,28/10/2018,17:26:34,63.9,29.4,29.1,28/10/2018 17:26
2312,28/10/2018,17:28:34,63.9,29.4,29.1,28/10/2018 17:28
2313,28/10/2018,17:30:34,63.9,29.4,29.1,28/10/2018 17:30
2314,28/10/2018,17:32:34,64,29.4,29.1,28/10/2018 17:32
2315,28/10/2018,17:34:34,64,29.4,29,28/10/2018 17:34
2316,28/10/2018,17:36:34,64,29.4,29,28/10/2018 17:36
2317,28/10/2018,17:38:34,64,29.4,29,28/10/2018 17:38
2318,28/10/2018,17:40:34,63.9,29.4,29,28/10/2018 17:40
2319,28/10/2018,17:42:34,63.9,29.4,29,28/10/2018 17:42
2320,28/10/2018,17:44:34,64,29.4,29,28/10/2018 17:44
2321,28/10/2018,17:46:34,63.9,29.4,29,28/10/2018 17:46
2322,28/10/2018,17:48:34,64,29.4,29,28/10/2018 17:48
2323,28/10/2018,17:50:34,64.1,29.4,29,28/10/2018 17:50
2324,28/10/2018,17:52:34,64.1,29.4,29,28/10/2018 17:52
2325,28/10/2018,17:54:34,64,29.4,29,28/10/2018 17:54
2326,28/10/2018,17:56:34,64.1,29.4,29,28/10/2018 17:56
2327,28/10/2018,17:58:34,63.8,29.4,29,28/10/2018 17:58
2328,28/10/2018,18:00:34,63.7,29.4,29,28/10/2018 18:00
2329,28/10/2018,18:02:34,64,29.3,29,28/10/2018 18:02
2330,28/10/2018,18:04:34,64,29.4,29,28/10/2018 18:04
2331,28/10/2018,18:06:34,63.9,29.4,29,28/10/2018 18:06
2332,28/10/2018,18:08:34,63.9,29.3,29,28/10/2018 18:08
2333,28/10/2018,18:10:34,63.9,29.3,29,28/10/2018 18:10
2334,28/10/2018,18:12:34,63.9,29.3,29,28/10/2018 18:12
2335,28/10/2018,18:14:34,63.9,29.3,29,28/10/2018 18:14
2336,28/10/2018,18:16:34,63.7,29.3,29,28/10/2018 18:16
2337,28/10/2018,18:18:34,63.9,29.3,29,28/10/2018 18:18
2338,28/10/2018,18:20:34,63.6,29.3,29,28/10/2018 18:20
2339,28/10/2018,18:22:34,63.9,29.3,29,28/10/2018 18:22
2340,28/10/2018,18:24:34,63.7,29.3,29,28/10/2018 18:24
2341,28/10/2018,18:26:34,63.9,29.3,29,28/10/2018 18:26
2342,28/10/2018,18:28:34,63.9,29.3,29,28/10/2018 18:28
2343,28/10/2018,18:30:34,63.8,29.3,29,28/10/2018 18:30
2344,28/10/2018,18:32:34,63.9,29.3,29,28/10/2018 18:32
2345,28/10/2018,18:34:34,63.8,29.3,29,28/10/2018 18:34
2346,28/10/2018,18:36:34,63.8,29.3,29,28/10/2018 18:36
2347,28/10/2018,18:38:34,63.8,29.3,29,28/10/2018 18:38
2348,28/10/2018,18:40:34,63.8,29.3,29,28/10/2018 18:40
2349,28/10/2018,18:42:34,63.7,29.3,29,28/10/2018 18:42
2350,28/10/2018,18:44:34,63.6,29.3,29,28/10/2018 18:44
2351,28/10/2018,18:46:34,63.6,29.3,29,28/10/2018 18:46
2352,28/10/2018,18:48:34,63.6,29.3,29,28/10/2018 18:48
2353,28/10/2018,18:50:34,63.6,29.3,29,28/10/2018 18:50
2354,28/10/2018,18:52:34,63.7,29.3,29,28/10/2018 18:52
2355,28/10/2018,18:54:34,63.6,29.3,29,28/10/2018 18:54
2356,28/10/2018,18:56:34,63.7,29.3,29,28/10/2018 18:56
2357,28/10/2018,18:58:34,63.6,29.3,29,28/10/2018 18:58
2358,28/10/2018,19:00:34,63.7,29.3,29,28/10/2018 19:00
2359,28/10/2018,19:02:34,63.7,29.3,28.9,28/10/2018 19:02
2360,28/10/2018,19:04:34,63.6,29.3,28.9,28/10/2018 19:04
2361,28/10/2018,19:06:34,63.7,29.3,28.9,28/10/2018 19:06
2362,28/10/2018,19:08:34,63.6,29.3,28.9,28/10/2018 19:08
2363,28/10/2018,19:10:34,63.6,29.3,28.9,28/10/2018 19:10
2364,28/10/2018,19:12:34,63.8,29.3,28.9,28/10/2018 19:12
2365,28/10/2018,19:14:34,63.9,29.3,28.9,28/10/2018 19:14
2366,28/10/2018,19:16:34,63.7,29.3,28.9,28/10/2018 19:16
2367,28/10/2018,19:18:34,63.7,29.3,28.9,28/10/2018 19:18
2368,28/10/2018,19:20:34,63.8,29.3,28.9,28/10/2018 19:20
2369,28/10/2018,19:22:34,63.8,29.3,28.9,28/10/2018 19:22
2370,28/10/2018,19:24:34,63.8,29.3,28.9,28/10/2018 19:24
2371,28/10/2018,19:26:34,63.7,29.3,28.9,28/10/2018 19:26
2372,28/10/2018,19:28:34,63.8,29.2,28.9,28/10/2018 19:28
2373,28/10/2018,19:30:34,63.9,29.3,28.9,28/10/2018 19:30
2374,28/10/2018,19:32:34,63.8,29.2,28.9,28/10/2018 19:32
2375,28/10/2018,19:34:34,64,29.2,28.9,28/10/2018 19:34
2376,28/10/2018,19:36:34,63.9,29.2,28.9,28/10/2018 19:36
2377,28/10/2018,19:38:34,64,29.2,28.9,28/10/2018 19:38
2378,28/10/2018,19:40:34,64,29.2,28.9,28/10/2018 19:40
2379,28/10/2018,19:42:34,64,29.2,28.9,28/10/2018 19:42
2380,28/10/2018,19:44:34,64,29.2,28.9,28/10/2018 19:44
2381,28/10/2018,19:46:34,63.9,29.2,28.8,28/10/2018 19:46
2382,28/10/2018,19:48:34,63.9,29.2,28.8,28/10/2018 19:48
2383,28/10/2018,19:50:34,63.9,29.2,28.8,28/10/2018 19:50
2384,28/10/2018,19:52:34,63.8,29.2,28.8,28/10/2018 19:52
2385,28/10/2018,19:54:34,63.9,29.2,28.8,28/10/2018 19:54
2386,28/10/2018,19:56:34,63.9,29.2,28.8,28/10/2018 19:56
2387,28/10/2018,19:58:34,63.9,29.2,28.8,28/10/2018 19:58
2388,28/10/2018,20:00:34,64,29.2,28.8,28/10/2018 20:00
2389,28/10/2018,20:02:34,64.1,29.2,28.8,28/10/2018 20:02
2390,28/10/2018,20:04:34,64,29.2,28.8,28/10/2018 20:04
2391,28/10/2018,20:06:34,64.2,29.2,28.8,28/10/2018 20:06
2392,28/10/2018,20:08:34,64.2,29.2,28.8,28/10/2018 20:08
2393,28/10/2018,20:10:34,64.3,29.2,28.8,28/10/2018 20:10
2394,28/10/2018,20:12:34,64.2,29.2,28.8,28/10/2018 20:12
2395,28/10/2018,20:14:34,64.1,29.2,28.8,28/10/2018 20:14
2396,28/10/2018,20:16:34,64.1,29.2,28.8,28/10/2018 20:16
2397,28/10/2018,20:18:34,64.2,29.2,28.8,28/10/2018 20:18
2398,28/10/2018,20:20:34,64.2,29.2,28.8,28/10/2018 20:20
2399,28/10/2018,20:22:34,64.2,29.2,28.8,28/10/2018 20:22
2400,28/10/2018,20:24:34,64.2,29.2,28.8,28/10/2018 20:24
2401,28/10/2018,20:26:34,64.3,29.2,28.8,28/10/2018 20:26
2402,28/10/2018,20:28:34,64.3,29.2,28.8,28/10/2018 20:28
2403,28/10/2018,20:30:34,64.2,29.2,28.8,28/10/2018 20:30
2404,28/10/2018,20:32:34,64.2,29.1,28.8,28/10/2018 20:32
2405,28/10/2018,20:34:34,64.3,29.1,28.8,28/10/2018 20:34
2406,28/10/2018,20:36:34,64.3,29.1,28.8,28/10/2018 20:36
2407,28/10/2018,20:38:34,64.3,29.1,28.8,28/10/2018 20:38
2408,28/10/2018,20:40:34,64.2,29.1,28.8,28/10/2018 20:40
2409,28/10/2018,20:42:34,64.3,29.1,28.8,28/10/2018 20:42
2410,28/10/2018,20:44:34,64.3,29.1,28.8,28/10/2018 20:44
2411,28/10/2018,20:46:34,64.3,29.1,28.8,28/10/2018 20:46
2412,28/10/2018,20:48:34,64.5,29.1,28.8,28/10/2018 20:48
2413,28/10/2018,20:50:34,64.6,29.1,28.7,28/10/2018 20:50
2414,28/10/2018,20:52:34,64.4,29.1,28.7,28/10/2018 20:52
2415,28/10/2018,20:54:34,64.2,29.1,28.7,28/10/2018 20:54
2416,28/10/2018,20:56:34,64.2,29.1,28.7,28/10/2018 20:56
2417,28/10/2018,20:58:34,64.2,29.1,28.7,28/10/2018 20:58
2418,28/10/2018,21:00:34,64.1,29.1,28.7,28/10/2018 21:00
2419,28/10/2018,21:02:34,64,29.1,28.7,28/10/2018 21:02
2420,28/10/2018,21:04:34,63.9,29.1,28.7,28/10/2018 21:04
2421,28/10/2018,21:06:34,63.7,29.1,28.7,28/10/2018 21:06
2422,28/10/2018,21:08:34,63.8,29.1,28.7,28/10/2018 21:08
2423,28/10/2018,21:10:34,63.8,29.1,28.7,28/10/2018 21:10
2424,28/10/2018,21:12:34,63.8,29.1,28.7,28/10/2018 21:12
2425,28/10/2018,21:14:34,63.9,29.1,28.7,28/10/2018 21:14
2426,28/10/2018,21:16:34,63.9,29.1,28.7,28/10/2018 21:16
2427,28/10/2018,21:18:34,63.9,29.1,28.7,28/10/2018 21:18
2428,28/10/2018,21:20:34,63.9,29.1,28.7,28/10/2018 21:20
2429,28/10/2018,21:22:34,63.8,29.1,28.7,28/10/2018 21:22
2430,28/10/2018,21:24:34,63.8,29.1,28.7,28/10/2018 21:24
2431,28/10/2018,21:26:34,63.9,29.1,28.7,28/10/2018 21:26
2432,28/10/2018,21:28:34,64.2,29.1,28.7,28/10/2018 21:28
2433,28/10/2018,21:30:34,64.3,29.1,28.7,28/10/2018 21:30
2434,28/10/2018,21:32:34,64.1,29.1,28.7,28/10/2018 21:32
2435,28/10/2018,21:34:34,63.8,29.1,28.7,28/10/2018 21:34
2436,28/10/2018,21:36:34,63.6,29,28.7,28/10/2018 21:36
2437,28/10/2018,21:38:34,63.5,29,28.7,28/10/2018 21:38
2438,28/10/2018,21:40:34,63.5,29.1,28.7,28/10/2018 21:40
2439,28/10/2018,21:42:34,63.5,29,28.7,28/10/2018 21:42
2440,28/10/2018,21:44:34,63.6,29,28.7,28/10/2018 21:44
2441,28/10/2018,21:46:34,63.6,29,28.7,28/10/2018 21:46
2442,28/10/2018,21:48:34,63.5,29,28.7,28/10/2018 21:48
2443,28/10/2018,21:50:34,63.5,29,28.7,28/10/2018 21:50
2444,28/10/2018,21:52:34,63.7,29,28.7,28/10/2018 21:52
2445,28/10/2018,21:54:34,63.7,29,28.7,28/10/2018 21:54
2446,28/10/2018,21:56:34,63.7,29,28.6,28/10/2018 21:56
2447,28/10/2018,21:58:34,63.6,29,28.6,28/10/2018 21:58
2448,28/10/2018,22:00:34,63.6,29,28.6,28/10/2018 22:00
2449,28/10/2018,22:02:34,63.6,29,28.6,28/10/2018 22:02
2450,28/10/2018,22:04:34,63.5,29,28.6,28/10/2018 22:04
2451,28/10/2018,22:06:34,63.6,29,28.6,28/10/2018 22:06
2452,28/10/2018,22:08:34,63.5,29,28.6,28/10/2018 22:08
